レースコード,1=2=3,1=2=4,1=2=5,1=2=6,1=3=4,1=3=5,1=3=6,1=4=5,1=4=6,1=5=6,2=3=4,2=3=5,2=3=6,2=4=5,2=4=6,2=5=6,3=4=5,3=4=6,3=5=6,4=5=6
20240612HMN02,11.4,11.8,2.2,9.8,59.1,21.3,60.9,9.1,31.7,7.6,76.8,43.1,64.0,17.2,62.9,12.5,98.5,167.0,101.1,24.6
20240612HMN03,10.6,3.5,8.3,24.8,8.5,16.2,40.1,6.0,17.6,37.0,18.2,35.8,101.7,14.0,17.7,52.6,31.4,56.7,104.1,23.6
20240612HMN04,6.9,11.3,8.9,34.5,4.7,2.8,22.7,6.9,26.8,41.3,74.1,45.0,72.0,52.5,105.0,120.1,29.6,120.1,100.8,100.8
20240612HMN05,2.3,33.9,9.4,19.5,32.7,5.8,12.2,56.9,105.5,43.1,31.3,6.5,10.6,79.1,167.5,43.8,98.2,109.5,23.7,189.9
20240612HMN06,36.9,55.4,58.2,68.4,10.9,5.8,11.7,4.4,7.4,4.5,166.3,116.4,194.0,80.3,155.2,136.9,19.4,29.4,20.4,6.6
20240612HMN07,2.6,5.9,6.8,19.1,6.4,8.3,16.0,16.1,33.8,47.2,31.2,58.0,67.7,48.3,101.6,184.7,75.2,78.1,225.8,84.6
20240612HMN08,17.9,2.6,33.6,73.3,4.4,38.3,108.3,3.9,11.1,99.7,24.2,124.6,415.5,18.7,38.9,191.7,26.2,71.2,415.5,20.1
20240612HMN09,2.6,6.9,6.1,28.7,12.3,10.1,40.5,22.7,60.7,38.3,14.1,11.0,56.1,24.0,54.7,72.9,47.5,81.0,45.5,87.5
20240612HMN10,5.3,3.4,13.4,5.5,12.9,24.8,20.4,14.9,9.5,43.1,38.1,50.8,37.5,31.7,15.7,53.2,67.3,99.5,114.4,40.1
20240612HMN11,7.7,3.8,15.3,4.4,9.7,29.0,11.1,17.9,4.8,22.5,81.4,175.6,104.2,119.1,31.7,111.2,111.2,111.2,175.6,48.3
20240612HMN12,3.4,4.2,7.8,29.9,4.1,8.1,37.4,10.4,31.4,46.3,48.2,50.0,234.3,55.0,164.0,132.2,66.6,195.2,215.8,107.9
20240612GMG01,6.2,8.3,16.5,25.4,11.3,17.1,30.4,17.7,26.2,39.1,7.7,11.4,18.3,11.4,13.4,25.2,16.6,24.0,28.9,21.6
20240612GMG02,5.5,9.5,20.3,36.1,3.0,5.6,19.3,10.9,26.3,38.2,22.4,44.5,102.4,49.8,96.9,180.9,13.5,33.5,55.9,46.8
20240612GMG03,6.4,4.5,5.2,19.0,10.4,9.4,15.3,6.1,16.9,13.2,68.1,102.1,145.2,42.1,102.1,55.7,59.3,172.4,82.3,30.4
20240612GMG04,15.1,7.3,22.3,8.6,8.3,23.4,9.9,16.1,4.0,21.5,40.5,82.5,45.8,38.1,9.7,45.5,55.7,19.0,62.1,17.7
20240612GMG05,2.2,9.4,12.2,16.9,6.0,6.8,10.9,17.9,20.3,42.6,57.1,83.8,71.2,83.8,92.8,200.0,77.6,113.0,140.5,113.0
20240612GMG06,5.1,14.8,15.1,26.1,5.0,4.1,6.4,14.4,25.7,15.2,53.4,54.2,82.9,88.8,91.0,83.8,32.5,51.2,21.0,51.5
20240612GMG07,4.1,3.1,21.6,20.3,3.4,23.7,20.1,21.2,17.6,64.9,20.1,72.1,61.8,65.5,48.7,139.2,62.3,35.7,152.8,101.2
20240612GMG08,5.2,6.0,15.3,20.4,3.5,7.4,15.6,7.2,17.3,33.3,52.5,83.8,116.6,51.1,73.9,133.2,36.4,66.0,85.7,40.5
20240612GMG09,2.8,4.0,6.5,17.3,13.0,17.8,35.9,20.8,41.0,63.1,11.0,24.8,43.0,23.3,46.5,78.4,70.1,120.6,169.3,73.3
20240612GMG10,3.1,6.0,8.9,14.1,6.0,9.0,14.1,14.0,19.8,29.2,35.3,45.3,67.0,52.3,62.4,72.3,58.6,80.1,79.3,64.2
20240612GMG11,4.4,14.4,17.3,26.0,3.4,6.2,10.2,21.5,30.2,41.5,20.3,32.7,33.9,63.6,72.9,127.9,15.5,23.1,34.8,83.8
20240612GMG12,4.6,3.0,9.6,12.8,8.5,22.4,37.0,12.8,19.7,40.8,17.7,52.0,76.3,16.9,22.0,68.2,55.8,77.0,107.2,43.2
20240612TSU01,2.1,5.3,13.5,14.9,5.8,14.5,14.8,26.5,31.1,49.8,12.7,67.3,75.5,166.2,95.8,207.7,155.8,178.0,249.3,166.2
20240612TSU02,4.5,10.8,12.7,23.1,6.8,3.6,15.6,11.3,27.2,16.3,15.1,37.1,90.9,81.8,94.4,68.1,35.0,62.9,38.9,61.3
20240612TSU03,10.9,5.1,14.2,59.7,4.6,10.6,55.6,3.9,15.3,25.9,27.1,56.9,398.5,18.1,42.6,159.4,16.1,66.4,88.5,20.4
20240612TSU04,7.6,10.9,14.7,28.6,7.1,4.1,16.5,14.6,25.1,31.0,24.8,26.6,56.5,39.6,49.0,54.8,8.1,22.1,21.4,19.0
20240612TSU05,3.1,5.8,7.4,18.6,4.0,9.3,18.4,13.8,25.0,31.2,72.5,111.6,103.6,76.4,69.1,145.1,120.9,72.5,223.3,100.1
20240612TSU06,9.8,31.8,7.4,36.4,17.3,4.4,21.2,9.3,48.4,6.5,62.4,13.1,73.7,24.2,115.9,13.0,17.1,77.2,12.6,21.6
20240612TSU07,9.3,17.5,5.9,12.2,20.0,5.0,13.1,16.2,22.8,6.0,91.4,25.1,53.1,50.8,54.4,19.2,39.4,87.9,11.3,23.0
20240612TSU08,7.5,9.0,7.4,34.6,6.1,4.8,43.2,5.8,26.2,28.8,33.9,25.4,123.5,36.0,108.1,82.3,11.6,69.2,41.1,25.0
20240612TSU09,4.3,21.6,26.9,28.9,7.9,5.0,6.9,35.8,36.4,36.4,19.5,17.5,22.1,72.9,67.9,75.7,14.5,12.6,14.1,50.5
20240612TSU10,4.8,2.4,13.6,25.7,5.8,34.4,57.3,9.1,19.8,58.3,17.4,81.7,163.5,19.0,33.7,130.8,62.8,121.1,172.1,50.3
20240612TSU11,3.2,9.4,2.9,35.2,22.0,10.3,92.3,22.5,64.6,47.3,28.5,7.9,64.6,19.2,69.2,36.2,54.6,215.5,104.8,61.5
20240612TSU12,4.0,27.2,42.2,9.2,9.9,11.0,2.9,48.5,14.2,24.6,43.8,54.4,23.0,163.2,37.8,105.6,71.8,16.7,26.2,46.6
20240612MKN01,3.3,5.0,9.5,22.1,4.5,10.0,13.5,15.2,19.4,39.5,30.3,54.4,104.2,65.8,74.4,156.4,51.7,53.9,111.7,94.7
20240612MKN02,2.7,4.4,10.0,7.3,13.1,20.4,13.1,20.2,16.3,47.3,28.5,47.3,39.2,44.3,38.0,130.4,70.2,81.9,199.7,76.9
20240612MKN03,4.5,14.2,3.4,35.8,12.7,3.3,35.5,13.2,37.2,26.9,42.0,19.1,143.3,39.8,109.2,101.9,36.7,134.9,99.7,117.6
20240612MKN04,7.9,15.4,58.5,2.4,13.6,43.2,2.4,66.5,14.1,36.4,80.4,174.6,50.2,220.3,53.1,156.8,243.5,78.4,215.2,210.3
20240612MKN05,3.7,17.5,2.4,10.3,33.9,6.6,21.6,34.2,76.3,12.0,53.9,24.3,95.4,88.6,124.0,36.7,107.8,190.8,76.3,171.1
20240612MKN06,9.1,11.0,5.4,4.0,28.1,11.7,14.1,19.5,15.0,5.9,58.9,38.6,46.2,55.8,50.9,17.5,92.0,95.4,45.4,44.9
20240612MKN07,4.8,6.0,46.5,47.6,2.4,23.8,20.5,27.7,26.6,139.7,7.4,53.4,50.4,51.2,49.6,161.8,20.2,21.3,96.1,87.8
20240612MKN08,10.3,5.2,4.7,48.4,15.3,14.4,53.9,4.4,40.7,22.8,21.9,24.3,106.4,8.3,56.9,36.2,25.6,93.1,86.2,20.6
20240612MKN09,9.3,9.0,8.4,96.3,4.9,4.3,102.5,2.8,107.6,59.2,47.4,54.2,258.3,32.1,201.7,230.6,16.1,208.3,208.3,107.6
20240612MKN10,5.5,2.3,7.8,15.0,10.6,21.5,41.8,10.3,14.8,43.9,23.9,74.1,94.7,28.3,32.5,133.8,70.7,99.3,212.3,60.9
20240612MKN11,3.6,2.7,6.0,37.2,11.0,19.1,71.7,8.0,58.2,52.5,19.9,38.0,109.6,19.7,73.8,155.4,53.2,226.0,266.4,105.0
20240612MKN12,2.7,4.0,14.5,12.9,8.9,23.0,20.3,28.5,26.4,46.8,10.6,41.9,29.8,46.1,31.0,87.5,58.0,48.6,96.4,68.2
20240612SME01,4.9,10.7,6.1,25.7,10.3,4.5,29.0,13.9,45.6,26.7,20.2,12.3,47.8,27.1,95.6,38.6,22.5,69.2,30.8,26.0
20240612SME02,6.0,6.1,6.2,63.3,6.2,3.4,45.7,7.2,36.3,31.6,49.4,38.6,309.0,35.8,137.3,206.0,26.8,130.1,68.6,65.0
20240612SME03,5.3,3.5,21.0,20.6,5.6,24.6,13.6,12.7,11.4,26.3,16.5,46.6,53.0,45.2,17.0,96.1,44.6,33.4,153.9,40.5
20240612SME04,14.4,12.3,73.4,62.1,3.8,26.9,34.6,18.7,26.3,75.7,5.0,36.1,56.3,26.3,26.6,161.5,4.8,8.3,45.7,18.9
20240612SME05,21.6,23.7,41.1,8.6,12.4,17.7,5.4,12.6,4.0,5.2,74.9,68.0,71.3,76.9,49.5,83.5,30.7,19.6,31.1,15.8
20240612SME06,3.1,18.9,26.6,27.6,5.8,4.6,6.6,48.3,34.7,27.8,17.3,16.2,32.3,90.7,126.1,123.1,31.1,44.2,36.9,172.4
20240612SME07,6.2,12.9,12.5,84.3,4.2,3.5,55.6,11.9,89.6,80.7,21.7,12.4,133.4,34.5,133.4,147.0,7.5,81.9,50.7,64.4
20240612SME08,32.6,15.4,7.5,31.8,43.2,20.2,68.8,3.4,29.2,7.4,25.2,22.5,90.7,7.1,40.2,16.5,20.7,81.7,44.4,7.7
20240612SME09,16.5,12.5,23.0,3.3,46.5,61.1,27.0,59.2,17.6,20.6,24.1,56.1,8.5,31.1,4.2,7.9,83.0,35.0,69.4,34.1
20240612SME10,5.5,2.9,2.1,12.4,33.6,30.1,84.3,18.4,61.8,49.8,89.1,77.3,122.0,33.1,89.1,60.2,149.6,231.9,289.8,201.6
20240612SME11,10.8,11.1,11.7,9.6,7.5,6.1,13.5,6.8,8.2,5.2,132.4,111.8,190.8,138.0,117.9,144.2,37.0,61.2,60.0,32.1
20240612SME12,6.3,5.3,4.5,23.1,7.2,6.3,28.9,5.8,29.1,19.2,66.1,81.9,100.9,48.9,104.7,114.9,55.9,97.3,75.2,57.0
20240612MRG01,2.3,10.7,9.6,17.4,7.3,5.9,10.6,14.5,42.9,33.4,68.0,41.1,50.6,75.9,123.4,179.5,65.8,98.7,89.7,141.0
20240612MRG02,19.3,10.9,3.6,108.3,19.3,6.8,70.8,3.7,70.8,44.9,25.5,13.2,122.8,8.1,204.6,73.6,10.8,184.2,73.6,57.5
20240612MRG03,4.7,2.7,20.2,23.6,5.4,34.5,50.3,14.1,15.9,88.7,11.6,64.2,81.0,15.8,23.0,133.1,53.2,74.5,133.1,54.8
20240612MRG04,6.6,30.5,188.3,6.4,12.6,61.0,2.7,118.9,17.1,83.7,19.6,86.9,5.4,86.9,27.9,94.1,94.1,9.7,41.8,75.3
20240612MRG05,3.4,27.1,10.3,25.9,12.9,4.3,10.9,29.0,71.5,21.7,30.2,10.4,23.2,59.9,86.3,46.5,25.5,39.1,13.5,51.5
20240612MRG06,5.3,4.2,37.5,29.6,3.7,26.6,13.9,20.3,27.4,82.4,6.1,26.6,53.6,21.9,47.5,187.7,19.0,41.2,135.1,187.7
20240612MRG07,1.9,15.4,25.3,9.7,13.1,20.2,7.2,56.2,39.3,73.7,20.0,31.0,8.8,77.0,46.6,147.5,98.3,42.6,84.3,236.1
20240612MRG08,4.0,2.1,10.4,59.2,4.7,13.5,83.1,9.4,50.7,114.9,63.0,84.9,325.8,52.1,162.9,977.4,90.9,279.2,260.6,217.2
20240612MRG09,4.4,6.3,3.7,9.0,16.3,10.8,22.9,11.6,21.3,17.2,63.4,40.3,110.7,37.3,62.1,56.9,49.1,68.4,89.5,39.3
20240612MRG10,4.9,2.9,5.6,27.7,11.9,21.8,47.2,5.3,12.5,43.9,60.2,102.9,149.0,35.1,59.6,134.8,99.3,195.3,131.7,32.5
20240612MRG11,2.5,7.8,16.4,14.0,4.4,12.3,7.3,25.0,17.9,35.0,41.3,74.3,88.7,115.0,129.1,253.9,71.4,74.3,113.2,122.7
20240612MRG12,5.8,3.0,8.6,13.8,6.9,13.8,22.3,8.9,11.6,29.4,49.9,79.2,138.4,34.4,48.7,110.4,67.4,86.5,129.7,41.5
20240612MYJ01,4.7,2.7,17.3,11.3,5.0,16.7,19.8,14.2,11.1,34.6,41.3,133.3,118.9,104.5,61.8,198.3,83.1,82.2,148.7,66.6
20240612MYJ02,4.4,13.6,4.8,11.1,18.8,10.6,16.1,29.5,34.3,19.8,22.4,9.2,19.4,26.8,43.5,13.7,49.9,78.6,30.3,57.8
20240612MYJ03,2.9,5.8,9.8,9.2,10.8,12.9,15.3,33.9,37.6,43.3,20.0,18.6,17.2,37.3,43.6,44.2,43.1,92.3,48.2,58.4
20240612MYJ04,5.8,6.8,8.0,7.3,12.4,10.8,13.5,11.3,13.2,11.1,49.5,54.8,53.3,37.0,23.5,31.2,43.2,56.1,41.7,29.2
20240612MYJ05,6.5,5.4,4.7,9.3,24.6,12.9,24.9,12.9,23.4,13.0,29.6,15.1,33.0,19.8,45.5,20.7,49.7,107.1,51.3,34.2
20240612MYJ06,8.9,10.8,33.7,9.7,5.5,26.0,5.5,29.5,4.8,26.3,34.0,97.5,26.1,67.5,23.4,93.9,67.5,11.2,48.7,20.5
20240612MYJ07,6.8,8.0,20.5,2.8,19.4,33.4,6.4,20.9,8.8,23.2,58.1,105.8,22.4,68.0,18.5,45.0,143.7,45.3,79.3,58.1
20240612MYJ08,18.7,31.1,41.2,7.4,14.4,20.1,3.7,34.3,8.2,7.7,54.8,59.2,21.2,79.3,38.8,30.3,26.8,10.9,11.4,18.2
20240612MYJ09,3.7,4.4,6.3,25.6,6.8,7.2,34.9,9.6,35.3,37.9,31.1,34.2,100.2,31.9,86.9,137.6,38.5,148.7,148.7,86.9
20240612MYJ10,3.1,13.3,5.9,8.1,17.6,11.2,18.1,28.2,46.9,26.2,20.7,11.0,14.3,42.6,48.0,27.2,64.5,91.7,46.6,63.0
20240612MYJ11,6.3,5.6,6.2,26.3,5.8,8.4,28.3,11.0,32.0,20.3,23.7,20.6,69.3,21.4,59.7,33.8,23.6,77.2,38.4,36.6
20240612MYJ12,3.6,5.9,12.9,12.1,4.8,9.9,10.6,12.8,12.5,24.8,41.2,93.7,93.7,92.1,65.2,110.7,78.8,64.5,106.4,79.4
20240612TKY01,2.6,6.7,3.5,9.4,19.0,10.9,30.8,30.1,42.7,23.5,62.0,27.8,58.7,64.7,110.1,40.0,142.1,231.9,93.7,125.8
20240612TKY02,3.9,3.0,7.0,24.6,5.9,10.9,31.6,10.7,26.6,35.1,45.4,78.7,177.2,47.2,82.4,221.5,73.8,154.1,253.2,86.4
20240612TKY03,9.1,25.0,72.8,30.3,1.9,6.9,6.4,33.6,17.4,72.8,35.3,141.5,41.9,225.1,64.3,247.6,26.7,12.2,62.6,97.1
20240612TKY04,3.0,9.2,3.6,12.1,12.7,6.3,13.4,23.2,50.8,19.9,88.4,46.7,116.2,90.4,193.7,62.5,99.2,162.7,58.9,101.7
20240612TKY05,6.9,3.3,6.8,76.3,7.2,14.4,112.7,6.6,44.2,91.8,16.7,30.8,134.0,10.3,62.7,127.1,16.0,87.0,130.5,32.6
20240612TKY06,12.6,11.0,29.1,75.8,4.8,14.3,50.9,6.8,25.2,70.5,11.8,29.3,111.7,13.5,31.9,160.8,3.9,18.7,49.6,19.6
20240612TKY07,21.2,20.5,3.4,17.0,61.4,18.1,95.8,18.2,77.0,9.4,61.4,13.8,59.5,11.1,38.5,3.4,30.7,122.8,27.1,18.5
20240612TKY08,9.9,6.8,20.5,47.2,4.0,10.2,29.3,6.1,21.1,70.4,17.2,54.6,117.3,24.1,40.6,109.2,8.4,16.2,51.9,18.3
20240612TKY09,22.9,9.3,5.9,11.4,24.3,21.5,27.9,6.0,6.2,5.0,92.7,94.6,107.5,35.5,33.3,26.5,59.8,72.7,46.8,9.5
20240612TKY10,18.4,26.9,13.5,11.5,33.4,26.1,32.8,28.9,33.7,11.3,30.0,17.6,19.8,18.4,13.5,4.3,19.0,16.2,13.2,7.0
20240612TKY11,欠場,欠場,欠場,欠場,欠場,欠場,欠場,欠場,欠場,欠場,2.7,4.0,3.4,25.0,17.2,25.7,15.0,7.0,14.8,41.6
20240612TKY12,3.1,5.0,13.1,24.6,3.6,8.4,15.3,14.3,26.3,36.3,36.7,107.8,170.2,85.1,134.8,147.0,95.1,95.1,134.8,140.6
20240612FKO01,7.1,1.8,29.0,51.0,2.9,45.0,40.9,13.7,18.3,180.2,37.0,245.7,93.2,87.2,150.2,450.6,180.2,150.2,2703,168.9
20240612FKO02,2.0,5.0,6.4,15.8,24.1,20.3,43.2,30.3,50.9,71.2,17.8,15.4,44.5,33.9,43.2,83.8,101.8,109.6,158.4,118.8
20240612FKO03,2.3,10.9,24.8,18.4,4.7,11.8,15.6,50.1,75.2,111.2,12.9,18.0,22.0,62.3,116.2,102.3,24.3,35.0,44.8,121.8
20240612FKO04,4.2,8.3,2.4,72.3,13.7,9.2,116.5,18.9,149.8,77.7,17.0,9.6,116.5,16.9,95.3,65.5,56.7,161.4,161.4,161.4
20240612FKO05,15.1,2.7,17.2,48.4,8.0,58.1,116.3,4.5,16.3,52.8,27.7,109.0,158.6,7.2,22.9,72.7,35.6,67.1,249.3,11.7
20240612FKO06,6.3,6.0,50.6,6.9,12.4,38.7,15.4,56.0,9.1,56.0,10.3,66.5,14.9,30.4,5.5,54.5,112.0,15.7,73.4,28.7
20240612FKO07,5.4,6.0,33.6,3.9,18.7,82.2,15.9,29.5,9.8,33.6,16.2,73.9,8.6,56.9,7.9,47.7,113.8,42.2,123.3,82.2
20240612FKO08,13.0,3.0,27.6,17.6,8.8,35.7,39.6,5.1,3.3,25.7,41.9,163.0,244.5,52.3,61.1,489.0,66.6,69.8,293.4,35.7
20240612FKO09,33.6,30.8,28.8,18.0,14.7,11.2,4.8,10.7,6.4,3.3,85.4,100.9,45.3,79.3,65.3,42.7,34.7,24.1,16.5,25.2
20240612FKO10,3.1,5.7,8.6,4.1,14.7,18.4,22.2,35.5,20.1,30.4,32.6,43.7,30.1,51.2,24.5,42.2,119.6,89.7,170.8,78.0
20240612FKO11,2.3,4.9,12.5,10.1,8.9,19.9,14.0,40.8,34.1,62.2,14.6,29.2,30.3,54.1,46.1,83.0,118.5,77.8,108.2,207.5
20240612FKO12,3.2,7.1,6.2,23.2,6.9,5.1,14.8,15.9,32.2,23.9,64.9,30.7,108.3,79.5,111.4,86.6,59.9,95.1,61.8,84.7
20240613HWJ01,3.0,21.7,21.0,104.3,4.5,2.7,22.7,28.3,77.0,75.2,26.7,17.1,115.5,55.7,248.9,170.3,17.8,115.5,58.8,190.3
20240613HWJ02,6.6,4.5,5.3,58.5,6.3,7.8,67.3,4.1,42.7,51.7,32.8,33.6,86.8,32.0,149.6,224.4,27.7,224.4,117.0,62.6
20240613HWJ03,4.6,14.1,7.5,22.7,8.9,4.3,11.3,13.9,43.3,27.2,32.6,13.0,45.5,41.2,77.7,56.2,23.8,57.4,24.2,45.5
20240613HWJ04,6.9,11.2,4.6,5.8,29.4,9.1,24.6,30.9,35.7,10.3,39.7,18.6,27.9,29.7,33.1,10.0,47.5,55.8,28.1,45.4
20240613HWJ05,26.1,44.3,15.4,43.2,15.8,5.1,16.6,10.5,27.7,6.5,45.5,27.4,40.5,30.8,55.4,32.9,9.7,11.7,7.1,10.6
20240613HWJ06,3.1,7.5,14.0,51.8,7.6,6.8,35.2,64.4,140.9,60.1,7.3,5.9,29.1,70.4,281.9,71.6,39.5,112.7,29.6,173.5
20240613HWJ07,4.5,5.0,6.4,8.3,11.6,28.7,32.9,25.5,44.7,42.6,15.6,17.2,17.6,20.2,20.0,20.9,34.5,54.9,54.1,77.1
20240613HWJ08,15.2,3.2,37.4,45.0,4.5,53.1,13.9,5.6,12.4,55.6,13.3,74.1,104.7,13.4,30.6,169.5,21.7,63.5,197.7,22.9
20240613HWJ09,5.1,5.9,4.3,7.5,15.9,10.4,19.7,11.1,18.9,11.8,54.2,40.4,65.4,41.2,86.3,46.3,54.2,118.6,82.5,52.7
20240613HWJ10,9.6,3.8,7.0,33.9,7.2,10.8,27.8,5.1,17.1,46.0,33.1,56.7,86.7,10.9,56.7,113.4,28.3,105.3,147.4,36.4
20240613HWJ11,5.9,4.4,8.2,13.8,4.9,13.1,22.2,7.1,13.4,24.5,50.1,59.8,100.2,37.0,47.3,87.4,46.6,92.1,100.2,48.0
20240613HWJ12,5.7,3.8,11.6,7.6,16.1,17.3,16.7,14.4,9.2,28.4,19.7,46.5,30.2,30.4,22.9,51.7,49.5,34.7,67.5,37.5
20240613TMG01,3.0,31.4,19.8,56.4,18.7,8.6,13.7,109.4,172.0,56.4,7.7,3.8,10.0,78.5,212.5,46.3,30.8,48.8,19.4,172.0
20240613TMG02,7.2,2.1,25.6,13.6,7.3,57.6,64.0,24.5,15.0,96.1,10.3,104.8,82.3,19.0,12.7,72.0,96.1,39.1,177.4,46.1
20240613TMG03,3.8,7.0,15.2,7.9,44.7,50.7,63.4,45.6,57.0,87.8,7.7,11.3,7.6,14.8,9.6,18.1,63.4,76.1,163.1,43.0
20240613TMG04,21.0,14.4,22.0,20.4,10.9,21.2,19.2,8.8,7.4,9.3,37.4,58.5,57.3,16.2,17.0,22.2,22.2,15.4,20.5,5.1
20240613TMG05,10.1,37.5,40.0,32.6,9.8,7.2,3.3,27.3,17.9,17.0,34.1,36.6,15.0,176.6,47.6,91.0,25.2,9.1,8.6,23.2
20240613TMG06,5.8,17.3,22.6,69.5,7.9,6.3,34.7,43.3,63.5,102.3,5.9,4.9,27.4,28.7,69.5,99.5,9.3,21.9,19.0,60.4
20240613TMG07,13.1,13.0,4.7,11.2,24.4,7.0,17.3,8.5,20.6,4.1,59.7,46.7,89.5,49.9,165.3,20.6,58.0,119.4,24.4,24.4
20240613TMG08,13.2,2.1,11.6,22.2,24.6,53.0,114.9,7.4,27.5,68.9,16.4,41.3,86.2,7.1,17.2,29.9,47.0,147.8,295.6,25.5
20240613TMG09,8.5,3.2,19.6,65.9,2.7,19.6,95.4,6.0,26.1,102.5,17.1,58.8,153.7,28.5,81.4,276.8,26.6,67.5,461.3,61.5
20240613TMG10,11.0,14.1,3.5,22.5,28.1,7.5,53.0,7.0,27.2,6.2,85.3,34.9,167.9,22.0,65.4,13.5,40.6,179.9,35.4,11.6
20240613TMG11,9.2,3.3,3.7,20.2,18.5,19.3,48.7,4.4,28.8,31.0,70.6,70.6,106.0,18.7,54.6,90.1,58.1,150.2,124.3,26.9
20240613TMG12,6.7,18.0,12.5,8.2,16.3,6.3,4.2,19.2,12.5,6.1,110.2,64.2,73.4,128.5,60.9,60.9,96.4,73.4,18.7,36.7
20240613GMG01,6.2,3.9,8.4,9.3,7.7,16.9,11.9,8.9,10.5,24.0,47.5,78.4,51.7,48.5,39.5,82.5,60.3,72.3,90.4,49.5
20240613GMG02,3.5,7.1,8.2,17.5,6.7,5.3,12.5,15.6,18.3,25.7,46.9,35.1,93.8,65.4,110.4,137.3,48.5,67.8,55.2,48.5
20240613GMG03,4.1,2.9,10.3,25.2,5.4,15.6,28.5,15.1,58.4,106.2,11.3,25.4,87.6,21.9,103.1,219.0,43.2,184.5,389.5,175.2
20240613GMG04,3.5,13.5,6.6,61.0,9.1,2.9,54.8,13.2,95.2,55.9,32.5,12.3,132.4,39.6,187.2,164.5,17.1,118.0,84.8,129.3
20240613GMG05,3.5,3.0,5.3,30.2,7.8,11.7,58.4,8.9,48.8,66.5,42.5,47.0,223.4,35.1,130.3,156.4,71.0,284.3,240.6,96.2
20240613GMG06,2.6,4.6,10.0,34.1,5.2,10.3,31.8,29.8,50.2,95.2,12.1,27.2,64.3,53.6,88.1,198.3,39.8,63.7,109.8,148.7
20240613GMG07,4.4,8.6,8.5,16.8,5.4,4.9,11.0,9.3,19.6,19.7,55.9,43.8,124.2,60.4,103.2,115.7,48.2,163.6,67.1,80.8
20240613GMG08,4.8,6.7,16.5,40.8,2.7,6.0,27.4,6.7,17.7,49.1,57.7,98.3,211.7,87.8,152.9,192.0,44.1,114.7,158.8,79.4
20240613GMG09,7.0,7.4,9.3,4.1,15.0,20.8,8.1,27.6,10.2,19.5,47.7,61.7,22.8,46.6,13.6,28.0,117.1,46.6,65.8,35.9
20240613GMG10,7.1,5.3,9.3,33.7,4.4,8.4,26.4,5.2,21.5,32.2,39.4,41.4,120.8,27.8,88.4,105.0,22.4,92.9,57.7,33.4
20240613GMG11,4.5,3.9,6.8,18.4,7.6,13.6,34.7,8.9,25.2,37.4,20.4,38.7,70.8,21.0,41.3,70.2,47.6,80.6,119.1,30.5
20240613GMG12,4.4,2.9,8.8,13.8,12.3,27.2,42.9,23.2,29.4,60.8,10.8,29.2,41.9,16.0,17.9,55.3,44.1,61.3,109.3,52.6
20240613TSU01,10.7,5.1,18.3,7.4,7.2,15.4,10.6,7.4,4.2,12.6,75.1,145.3,145.3,90.8,43.5,181.6,128.2,90.8,217.9,47.3
20240613TSU02,4.2,3.8,14.0,17.6,4.8,9.1,12.5,13.4,35.3,42.4,20.5,41.5,56.2,50.2,83.0,112.4,50.2,49.0,136.5,127.4
20240613TSU03,3.5,10.1,21.6,29.6,3.2,9.2,13.6,26.3,30.0,65.5,12.0,25.1,36.0,77.3,80.1,135.2,19.6,26.7,98.3,113.9
20240613TSU04,9.0,1.9,6.7,28.6,21.3,37.1,83.5,13.2,51.4,125.3,18.5,54.2,71.6,6.4,28.2,60.7,54.2,182.3,117.9,52.7
20240613TSU05,2.2,6.0,7.0,36.4,6.0,6.3,31.3,19.4,45.7,41.5,56.2,42.8,168.6,96.3,224.8,141.9,67.4,141.9,158.6,168.6
20240613TSU06,7.0,25.4,6.9,130.8,11.1,2.4,62.4,12.1,91.6,33.5,29.8,9.1,161.6,31.2,171.7,130.8,8.6,85.8,39.2,119.4
20240613TSU07,5.7,5.8,21.5,5.3,14.7,86.3,40.8,89.7,26.7,80.1,7.8,36.1,8.6,32.0,5.5,16.6,106.8,62.3,118.1,64.1
20240613TSU08,欠場,欠場,欠場,欠場,欠場,欠場,欠場,欠場,欠場,欠場,4.6,7.9,3.7,8.5,5.0,9.0,14.4,11.8,19.2,11.2
20240613TSU09,7.6,4.2,11.8,25.6,3.9,13.0,24.9,8.2,7.9,28.1,36.9,77.0,126.5,43.2,30.5,118.1,47.8,46.6,136.3,30.5
20240613TSU10,2.1,5.6,6.9,27.4,19.3,16.7,55.6,32.1,114.0,71.2,10.4,11.0,38.0,24.5,48.5,65.1,54.3,207.4,99.1,108.6
20240613TSU11,5.0,11.0,5.2,43.8,14.5,5.4,38.9,31.8,76.9,53.4,7.8,5.6,54.4,23.9,131.5,64.4,20.3,31.2,48.5,175.3
20240613TSU12,6.6,3.9,14.3,53.1,2.5,12.2,34.1,5.3,23.7,47.9,43.7,185.8,330.4,82.6,198.2,330.4,69.1,247.8,247.8,102.5
20240613SME01,8.0,3.3,11.7,6.1,8.7,18.7,16.3,9.1,6.9,30.2,45.1,65.7,88.4,65.7,40.3,76.6,57.5,115.0,191.6,56.1
20240613SME02,16.5,6.2,63.6,7.2,18.5,66.2,21.0,36.8,5.8,53.1,22.0,72.1,18.2,23.3,3.7,25.1,83.1,15.2,70.5,13.1
